tw_id,tw_created_at,tw_text,tw_favCount,tw_rtCount,tw_qtCount,tw_rpCount,tw_location,tw_user_id,tw_user_screenName,tw_hashtags,tw_menciones,or_id,or_created_at,or_text,or_favCount,or_rtCount,or_qtCount,or_rpCount,or_location,or_user_id,or_user_screenName,or_hashtags,or_menciones,relacion_nuevo_original
1385705134278258700,2021-04-23 21:20:23+00:00,RT @diegote3000: Tu gobierno reprimía jubilados y dejaba vencer vacunas. El mío ✌ las fabrica  y una semana después de pedirle turno a mi v…,0,0,0,0, ,4114792343,celita2015,,diegote3000 ,1385623052671766529,2021-04-23 15:54:14+00:00,Tu gobierno reprimía jubilados y dejaba vencer vacunas. El mío ✌ las fabrica  y una semana después de pedirle turno a mi vieja la vacunó y sin bajarla del auto... #LarretaRenunciaYa,89,76,3,9, ,2617734466,diegote3000,,,RT
1385705136643887106,2021-04-23 21:20:24+00:00,RT @eleonoraugo5: Por los viejos a quienes les negas la vacunación #LarretaRenunciaYa,0,0,0,0, ,1327769796851752960,estelita2356,LarretaRenunciaYa ,eleonoraugo5 ,1385648819870785539,2021-04-23 17:36:37+00:00,Por los viejos a quienes les negas la vacunación #LarretaRenunciaYa,74,110,4,5, ,1306825927385640960,eleonoraugo5,LarretaRenunciaYa ,,RT
1385705143698657290,2021-04-23 21:20:26+00:00,RT @OmarAliCandanga: #LarretaRenunciaYa  Señora de 70 años saliendo de vacunarse en CABA entrevistada por un notero de TELEFE:  - NOTERO: E…,0,0,0,0, ,772919920740929537,Romi_Diaz1903,LarretaRenunciaYa ,OmarAliCandanga ,1385659514322669570,2021-04-23 18:19:07+00:00,#LarretaRenunciaYa  Señora de 70 años saliendo de vacunarse en CABA entrevistada por un notero de TELEFE:  - NOTERO: Está contenta? - Señora: Si  muy contenta y emocionada. - NOTERO: Con qué se puede comparar esta emoción? Señora: Con el día que ganó CRISTINA con el 54%,140,78,5,6, ,1380623233,OmarAliCandanga,LarretaRenunciaYa ,,RT
1385705145661595655,2021-04-23 21:20:26+00:00,RT @mjhansen21: Pidieron la indagatoria de  Larreta  y de su ministro de Salud  Fernán Quirós  por la presunta clausura de una sala de pedi…,0,0,0,0, ,381896364,VladimirCokoob,,mjhansen21 ,1385602795731103751,2021-04-23 14:33:44+00:00,Pidieron la indagatoria de  Larreta  y de su ministro de Salud  Fernán Quirós  por la presunta clausura de una sala de pediatría del Hospital Muñiz para reservarla a pacientes con Covid-19 afiliados a empresas de medicina privada. #LarretaRenunciaYa https://t.co/vC8UhTRrLc,217,253,37,13, ,1349569096321552387,mjhansen21,,,RT
1385705146697539585,2021-04-23 21:20:26+00:00,RT @crisalvadores: Larreta con los niños no #LarretaRenunciaYa https://t.co/fOVuuG7qSU,0,0,0,0, ,1373883647116374016,alimaravilla8,LarretaRenunciaYa ,crisalvadores ,1385609698255179780,2021-04-23 15:01:10+00:00,Larreta con los niños no #LarretaRenunciaYa https://t.co/fOVuuG7qSU,21,52,3,0, ,214559575,crisalvadores,LarretaRenunciaYa ,,RT
1385705148664754178,2021-04-23 21:20:27+00:00,RT @soypablitorey: Los trabajadores y trabajadoras de la salud no dan a basto .el sistema esta colapsado  #LarretaRenunciaYa https://t.co/x…,0,0,0,0, ,486083556,AELattes,LarretaRenunciaYa ,soypablitorey ,1385702823359389697,2021-04-23 21:11:12+00:00,Los trabajadores y trabajadoras de la salud no dan a basto .el sistema esta colapsado  #LarretaRenunciaYa https://t.co/xQXQ6X0YVQ,0,4,1,0, ,1149030860454338560,soypablitorey,LarretaRenunciaYa ,,RT
1385705148736016404,2021-04-23 21:20:27+00:00,RT @KumpaAriel: Sos un Criminal Realmente!!!  No podes jugar con la vida y la muerte del Pueblo Argentino...  #LarretaRenunciaYa https://t.…,0,0,0,0, ,382482832,womanyudali,LarretaRenunciaYa ,KumpaAriel ,1385622381805412358,2021-04-23 15:51:34+00:00,Sos un Criminal Realmente!!!  No podes jugar con la vida y la muerte del Pueblo Argentino...  #LarretaRenunciaYa https://t.co/Z9unqiw2qg,89,144,9,20, ,1352304870930477060,KumpaAriel,LarretaRenunciaYa ,,RT
1385705150128533511,2021-04-23 21:20:27+00:00,RT @silval2022: Sala de post vacunación en la sede PAMI Milstein de Emilio  Mitre al 800. Salas vacías xq no dieron los turnos!!! #LarretaR…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,,silval2022 ,1385690807093563395,2021-04-23 20:23:27+00:00,Sala de post vacunación en la sede PAMI Milstein de Emilio  Mitre al 800. Salas vacías xq no dieron los turnos!!! #LarretaRenunciaYa https://t.co/YSjl42EnaZ,16,22,1,1, ,2367440712,silval2022,,,RT
1385705154339610625,2021-04-23 21:20:28+00:00,RT @tanoproductor: A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,0,0,0,0, ,1101683695566630912,diazdiego52,LarretaRenunciaya ,tanoproductor ,1385673590272573444,2021-04-23 19:15:03+00:00,A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,172,131,13,27, ,171110904,tanoproductor,LarretaRenunciaya ,,RT
1385705155904016387,2021-04-23 21:20:28+00:00,RT @productortano: Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,0,0,0,0, ,2828570811,juanfanara,LarretaRenunciaYa ,productortano ,1385672639541301251,2021-04-23 19:11:16+00:00,Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,316,243,25,37, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
,,,,,,,,,,,,1385705156847751178,2021-04-23 21:20:29+00:00,#LarretaRenunciaYa @horaciorlarreta mentís hay muchos casos de niños,0,0,0,0, ,4547094329,claudiaelenaa08,LarretaRenunciaYa ,horaciorlarreta ,Original
1385705162589839364,2021-04-23 21:20:30+00:00,RT @mauro976mdq: #LarretaRenunciaYa Lista de aportantes truchos Lista de espiados Lista de jueces (Padel) Lista de vacunación trucha  Lista…,0,0,0,0, ,305296420,mauro976mdq,LarretaRenunciaYa ,mauro976mdq ,1385697969425506312,2021-04-23 20:51:55+00:00,#LarretaRenunciaYa Lista de aportantes truchos Lista de espiados Lista de jueces (Padel) Lista de vacunación trucha  Lista de Cambiemos  Nada santo   todo trucho https://t.co/md7dGKTvIv,19,21,0,0, ,305296420,mauro976mdq,LarretaRenunciaYa ,,RT
1385705169384615939,2021-04-23 21:20:32+00:00,RT @ElForjista: #LarretaRenunciaYa CABA es gobernada por un grupo de mercaderes a los que sólo les interesa los negocios por eso Privatizar…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,LarretaRenunciaYa ,ElForjista ,1385608217854726154,2021-04-23 14:55:17+00:00,#LarretaRenunciaYa CABA es gobernada por un grupo de mercaderes a los que sólo les interesa los negocios por eso Privatizaron la vacunación No controlan el cumplimiento de las restricciones Insisten con la presencialidad que ha provocado aumento de los contagios  incluso en niños,45,63,7,4, ,2225001295,ElForjista,LarretaRenunciaYa ,,RT
1385705176640729094,2021-04-23 21:20:33+00:00,RT @LauriaPochi: #LarretaRenunciaYa   basta derecha ladrona y genocida ...basta!!!!!!! harta de decirlo  no pueden ser mas funcionarios pub…,0,0,0,0, ,1321932230621646851,francis47215388,LarretaRenunciaYa ,LauriaPochi ,1385704788201926659,2021-04-23 21:19:01+00:00,#LarretaRenunciaYa   basta derecha ladrona y genocida ...basta!!!!!!! harta de decirlo  no pueden ser mas funcionarios publicos!!! no pueden ni deben ... https://t.co/fOgqyGJGK2,0,1,0,0, ,1186653933869174785,LauriaPochi,LarretaRenunciaYa ,,RT
1385705178389782534,2021-04-23 21:20:34+00:00,RT @Valeok35: No solo tiene que renunciar  debería ir preso #LarretaRenunciaYa,0,0,0,0, ,183292705,eduardoguille,LarretaRenunciaYa ,Valeok35 ,1385615125583966208,2021-04-23 15:22:44+00:00,No solo tiene que renunciar  debería ir preso #LarretaRenunciaYa,40,53,2,2, ,1359869833140203521,Valeok35,LarretaRenunciaYa ,,RT
,,,,,,,,,,,,1385705184031084545,2021-04-23 21:20:35+00:00,Habrá algún juez honesto en este bendito país que pare las locuras del alcalde??? Todos son reverendos hijos de la gran p....??? Superamos los 61176 muertos  ¿qué tienen en la cabeza que no reaccionan? #HagamosAlgo @alferdez  #LarretaRenunciaYa,0,0,0,0, ,1648996830,aurora_g_,,,Original
1385705186673532934,2021-04-23 21:20:36+00:00,RT @MiTejidoArte1: #LarretaRenunciaya caradura irresponsable!! seguis cambiando baldosas en ves de preocuparte por corregir tu mal manejo c…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,LarretaRenunciaya ,MiTejidoArte1 ,1385601260443906048,2021-04-23 14:27:38+00:00,#LarretaRenunciaya caradura irresponsable!! seguis cambiando baldosas en ves de preocuparte por corregir tu mal manejo con la pandemia vos y tu desastroxo quiroz,34,66,3,1, ,3508987577,MiTejidoArte1,LarretaRenunciaya ,,RT
1385705192595804161,2021-04-23 21:20:37+00:00,RT @tuliopertille: Por qué creíste q había cambiado? #LarretaRenunciaYa https://t.co/xcHaSOcCNe,0,0,0,0, ,758466578400833536,JotitaJota1,LarretaRenunciaYa ,tuliopertille ,1385688303794593795,2021-04-23 20:13:31+00:00,Por qué creíste q había cambiado? #LarretaRenunciaYa https://t.co/xcHaSOcCNe,14,19,3,1, ,789415809537875968,tuliopertille,LarretaRenunciaYa ,,RT
1385705193153646592,2021-04-23 21:20:37+00:00,RT @PuebloBeto: #LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 conta…,0,0,0,0, ,4246553123,SAYACRISTINA,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,PuebloBeto ,1385704032552067072,2021-04-23 21:16:01+00:00,#LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 contagiados  y tiene la caradurez de decir que se ameseto la curva. Un crack para tomar a los Porteños/as por boludxs.,4,3,0,0, ,1212901368,PuebloBeto,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,,RT
1385705193493368832,2021-04-23 21:20:37+00:00,RT @BasesSpn: Basta de tolerar a este criminal que esconde las vacunas #LarretaRenunciaYa https://t.co/KkPgYwAiui,0,0,0,0, ,1310177232531451909,Virgini36016438,LarretaRenunciaYa ,BasesSpn ,1385612267757182978,2021-04-23 15:11:22+00:00,Basta de tolerar a este criminal que esconde las vacunas #LarretaRenunciaYa https://t.co/KkPgYwAiui,12,22,0,0, ,1361507407466217476,BasesSpn,LarretaRenunciaYa ,,RT
1385705193984176129,2021-04-23 21:20:38+00:00,RT @FDTunido: Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #Larret…,0,0,0,0, ,4197708767,AdrianaMGuerin,,FDTunido ,1385667437136318472,2021-04-23 18:50:36+00:00,Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #LarretaRenunciaYa https://t.co/EfawgBsqIe,85,104,23,14, ,1358283428211343363,FDTunido,,,RT
1385705194399453191,2021-04-23 21:20:38+00:00,RT @puntoabc: Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,0,0,0,0, ,772919920740929537,Romi_Diaz1903,LarretaRenunciaYa ,puntoabc ,1385643913361362949,2021-04-23 17:17:07+00:00,Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,143,128,4,5, ,2639394153,puntoabc,LarretaRenunciaYa ,,RT
1385705199562543110,2021-04-23 21:20:39+00:00,RT @tanoproductor: A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,0,0,0,0, ,1313622690381561857,MoDoK1970,LarretaRenunciaya ,tanoproductor ,1385673590272573444,2021-04-23 19:15:03+00:00,A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,172,132,13,27, ,171110904,tanoproductor,LarretaRenunciaya ,,RT
1385705206378291201,2021-04-23 21:20:41+00:00,RT @amggarcia1: Solo gobiernan para quienes lo votan... CABA RESPIRADORES‼️ Entregaron RESPIRADORES a los privados y ahora le piden al  Pre…,0,0,0,0, ,1373883647116374016,alimaravilla8,,amggarcia1 ,1385609078404173824,2021-04-23 14:58:42+00:00,Solo gobiernan para quienes lo votan... CABA RESPIRADORES‼️ Entregaron RESPIRADORES a los privados y ahora le piden al  Presidente que le manden los  RESPIRADORES😱 #LarretaRenunciaYa ⤵️😳,8,11,5,2, ,1261103341406470144,amggarcia1,,,RT
1385705207225532417,2021-04-23 21:20:41+00:00,RT @adgrundman: #LarretaRenunciaYa LARRETA no controla un zorongo y después le hecha la cumpla a Alberto https://t.co/LppxwJIpiX,0,0,0,0, ,127045367,ANEVA73,LarretaRenunciaYa ,adgrundman ,1385642494977843210,2021-04-23 17:11:29+00:00,#LarretaRenunciaYa LARRETA no controla un zorongo y después le hecha la cumpla a Alberto https://t.co/LppxwJIpiX,70,95,9,9,Ciudad Autónoma de Buenos Aires  Argentina,2180160501,adgrundman,LarretaRenunciaYa ,,RT
1385705208873955329,2021-04-23 21:20:41+00:00,RT @betha57: #LarretaRenunciaYa  por suerte existen FUNCIONARIAS QUE SI FUNCIONAN y AMAN LA VIDA de lo contrario hubieras dejado personas s…,0,0,0,0, ,3347285321,HaydeeGlezhde,LarretaRenunciaYa ,betha57 ,1385613553185480713,2021-04-23 15:16:29+00:00,#LarretaRenunciaYa  por suerte existen FUNCIONARIAS QUE SI FUNCIONAN y AMAN LA VIDA de lo contrario hubieras dejado personas sin VACUNAR y dejándolas MORIR. https://t.co/vVt3DOXjyc,97,127,15,10, ,470839643,betha57,LarretaRenunciaYa ,,RT
1385705210870386691,2021-04-23 21:20:42+00:00,RT @Antiopereta1: Pidieron la indagatoria de  Larreta  y de su ministro de Salud  Fernán Quirós  por la presunta clausura de una sala de pe…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,,Antiopereta1 ,1385633239340048386,2021-04-23 16:34:42+00:00,Pidieron la indagatoria de  Larreta  y de su ministro de Salud  Fernán Quirós  por la presunta clausura de una sala de pediatría del Hospital Muñiz para reservarla a pacientes con Covid-19 afiliados a empresas de medicina privada. #LarretaRenunciaYa https://t.co/LrpE5O5q64,27,44,5,1, ,1266433387977420800,Antiopereta1,,,RT
1385705213651267593,2021-04-23 21:20:42+00:00,RT @OchoaCecilia1: Otra denuncia penal contra Larreta #LarretaRenunciaYa,0,0,0,0, ,316110562,Santiagogug,LarretaRenunciaYa ,OchoaCecilia1 ,1385678740630478849,2021-04-23 19:35:31+00:00,Otra denuncia penal contra Larreta #LarretaRenunciaYa,6,6,0,0, ,1359746109703340032,OchoaCecilia1,LarretaRenunciaYa ,,RT
1385705215928717318,2021-04-23 21:20:43+00:00,RT @fabiobianok: #LarretaRenunciaYa BOCINAZO A LAS 18 HS  EN LA JEFATURA DE GOBIERNO PORTEÑO   EN  USPALLATA 3150 https://t.co/FKH7xDq7jO,0,0,0,0, ,1195119813221326849,marisa_sartori,LarretaRenunciaYa ,fabiobianok ,1385681169275047951,2021-04-23 19:45:10+00:00,#LarretaRenunciaYa BOCINAZO A LAS 18 HS  EN LA JEFATURA DE GOBIERNO PORTEÑO   EN  USPALLATA 3150 https://t.co/FKH7xDq7jO,28,30,4,2, ,1026677862546501632,fabiobianok,LarretaRenunciaYa ,,RT
1385705224820645896,2021-04-23 21:20:45+00:00,RT @mjhansen21: HAY CIFRA RECORD DE  MUERTOS POR COVID   556 PERSONAS PERDIERON SU VIDA POR COVID (EN 24HS) #LarretaRenunciaYa https://t.co…,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,mjhansen21 ,1385686819812126729,2021-04-23 20:07:37+00:00,HAY CIFRA RECORD DE  MUERTOS POR COVID   556 PERSONAS PERDIERON SU VIDA POR COVID (EN 24HS) #LarretaRenunciaYa https://t.co/EQuIHq8GzE,24,33,4,3, ,1349569096321552387,mjhansen21,LarretaRenunciaYa ,,RT
1385705230038409217,2021-04-23 21:20:46+00:00,RT @VVzoppis: Qué locura  todo... En CABA las heladeras llenas de Vacunas y No Vacunaban Cuántas vidas se podrían haber salvado? #LarretaRe…,0,0,0,0, ,1083411924849700864,Bcyo11,,VVzoppis ,1385604223690227712,2021-04-23 14:39:24+00:00,Qué locura  todo... En CABA las heladeras llenas de Vacunas y No Vacunaban Cuántas vidas se podrían haber salvado? #LarretaRenunciaYa https://t.co/827mmMeeVS,199,218,34,85, ,1253125098778898432,VVzoppis,,,RT
,,,,,,,,,,,,1385705231187595266,2021-04-23 21:20:46+00:00,SE ACUERDAN DE ESTE PAPELÓN? 👇👇👇👇👇👇  Así blindaron y blindan a la nueva cepa amarilla de la oposición.  Baldosa Larreta.  Un papelon que nos debemos olvidar!   #LarretaRenunciaYa https://t.co/bKffPTWzVp,0,0,0,0, ,4138416743,Cristian_2_27,,,Original
1385705234014646274,2021-04-23 21:20:47+00:00,RT @silval2022: Sala de post vacunación en la sede PAMI Milstein de Emilio  Mitre al 800. Salas vacías xq no dieron los turnos!!! #LarretaR…,0,0,0,0, ,1370565428351803392,SomosSpn,,silval2022 ,1385690807093563395,2021-04-23 20:23:27+00:00,Sala de post vacunación en la sede PAMI Milstein de Emilio  Mitre al 800. Salas vacías xq no dieron los turnos!!! #LarretaRenunciaYa https://t.co/YSjl42EnaZ,16,23,1,1, ,2367440712,silval2022,,,RT
1385705239714615301,2021-04-23 21:20:48+00:00,RT @betha57: #LarretaRenunciaYa  por suerte existen FUNCIONARIAS QUE SI FUNCIONAN y AMAN LA VIDA de lo contrario hubieras dejado personas s…,0,0,0,0, ,771354000,HartmannVero,LarretaRenunciaYa ,betha57 ,1385613553185480713,2021-04-23 15:16:29+00:00,#LarretaRenunciaYa  por suerte existen FUNCIONARIAS QUE SI FUNCIONAN y AMAN LA VIDA de lo contrario hubieras dejado personas sin VACUNAR y dejándolas MORIR. https://t.co/vVt3DOXjyc,98,128,15,10, ,470839643,betha57,LarretaRenunciaYa ,,RT
1385705244038991877,2021-04-23 21:20:49+00:00,RT @mlaurapratt: @tanoproductor La Puna Jujeña #LarretaRenunciaYa,0,0,0,0, ,3307717499,cachodehur,LarretaRenunciaYa ,mlaurapratt tanoproductor ,1385704940312662016,2021-04-23 21:19:37+00:00,@tanoproductor La Puna Jujeña #LarretaRenunciaYa,1,1,0,0,Ciudad Autónoma de Buenos Aires  Argentina,194421006,mlaurapratt,LarretaRenunciaYa ,tanoproductor ,RT
1385705250745688066,2021-04-23 21:20:51+00:00,RT @tanoproductor: A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,0,0,0,0, ,802922174,pulgas_pocas,LarretaRenunciaya ,tanoproductor ,1385673590272573444,2021-04-23 19:15:03+00:00,A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,173,133,13,27, ,171110904,tanoproductor,LarretaRenunciaya ,,RT
1385705251974615042,2021-04-23 21:20:51+00:00,RT @Elisabe21526352: Bocinazo contra Larreta en la legislatura porteña!!! #LarretaRenunciaYa,0,0,0,0, ,4475961447,MariaECastro58,LarretaRenunciaYa ,Elisabe21526352 ,1385677601050607618,2021-04-23 19:30:59+00:00,Bocinazo contra Larreta en la legislatura porteña!!! #LarretaRenunciaYa,4,8,2,0, ,1145130186410778626,Elisabe21526352,LarretaRenunciaYa ,,RT
1385705255736913923,2021-04-23 21:20:52+00:00,RT @BasesSpn: Los hospitales de CABA colapsados y el impresentable de Larreta boicotea vacunas #LarretaRenunciaYa https://t.co/skAJBLJdvm,0,0,0,0, ,3347285321,HaydeeGlezhde,LarretaRenunciaYa ,BasesSpn ,1385653839286652929,2021-04-23 17:56:34+00:00,Los hospitales de CABA colapsados y el impresentable de Larreta boicotea vacunas #LarretaRenunciaYa https://t.co/skAJBLJdvm,57,72,4,1, ,1361507407466217476,BasesSpn,LarretaRenunciaYa ,,RT
1385705264481964033,2021-04-23 21:20:54+00:00,RT @alimaravilla8: ¿Qué nos enseñó La peste  de Albert Camus? Que las peores epidemias no son biológicas  sino morales. En las situaciones…,0,0,0,0, ,27738185,mibariloche,,alimaravilla8 ,1385703389061914628,2021-04-23 21:13:27+00:00,¿Qué nos enseñó La peste  de Albert Camus? Que las peores epidemias no son biológicas  sino morales. En las situaciones de crisis  sale a luz lo peor de la sociedad: insolidaridad  egoísmo  inmadurez  irracionalidad #LarretaRenunciaYa,4,7,0,1, ,1373883647116374016,alimaravilla8,,,RT
1385705265081749504,2021-04-23 21:20:55+00:00,RT @productortano: Es criminal abrir las escuelas ? #LarretaRenunciaYa,0,0,0,0, ,1354075647501606913,Claudio92771466,LarretaRenunciaYa ,productortano ,1385673755620519938,2021-04-23 19:15:42+00:00,Es criminal abrir las escuelas ? #LarretaRenunciaYa,103,132,18,25, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705273868922885,2021-04-23 21:20:57+00:00,RT @PeronistaSXXI: #LarretaRenunciaYa  Por criminal  por priorizar negociados por encima de la vida humana. https://t.co/NJWHxXsNWx,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,PeronistaSXXI ,1385693408606445576,2021-04-23 20:33:48+00:00,#LarretaRenunciaYa  Por criminal  por priorizar negociados por encima de la vida humana. https://t.co/NJWHxXsNWx,24,17,4,4, ,476061724,PeronistaSXXI,LarretaRenunciaYa ,,RT
,,,,,,,,,,,,1385705274204372993,2021-04-23 21:20:57+00:00,#LarretaRenunciaYa de robar vacunas a pedir renuncia Larreta 🤣😁😁,0,0,0,0, ,2638139205,gutierrezpremo1,LarretaRenunciaYa ,,Original
1385705274900721671,2021-04-23 21:20:57+00:00,RT @tanoproductor: A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,0,0,0,0, ,118312834,vecoaranda,LarretaRenunciaya ,tanoproductor ,1385673590272573444,2021-04-23 19:15:03+00:00,A quienes le habrá dado las vacunas que faltan ? #LarretaRenunciaya,174,134,13,27, ,171110904,tanoproductor,LarretaRenunciaya ,,RT
1385705277811462149,2021-04-23 21:20:58+00:00,RT @productortano: Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,0,0,0,0, ,4197708767,AdrianaMGuerin,LarretaRenunciaYa ,productortano ,1385672639541301251,2021-04-23 19:11:16+00:00,Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,318,244,25,37, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705278692380675,2021-04-23 21:20:58+00:00,RT @productortano: Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,0,0,0,0, ,1212094962055049216,Tatucentral1,LarretaRenunciaYa ,productortano ,1385672639541301251,2021-04-23 19:11:16+00:00,Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,318,245,25,37, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705285730308096,2021-04-23 21:20:59+00:00,RT @mauro976mdq: #LarretaRenunciaYa Lista de aportantes truchos Lista de espiados Lista de jueces (Padel) Lista de vacunación trucha  Lista…,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,mauro976mdq ,1385697969425506312,2021-04-23 20:51:55+00:00,#LarretaRenunciaYa Lista de aportantes truchos Lista de espiados Lista de jueces (Padel) Lista de vacunación trucha  Lista de Cambiemos  Nada santo   todo trucho https://t.co/md7dGKTvIv,19,22,0,0, ,305296420,mauro976mdq,LarretaRenunciaYa ,,RT
1385705294777528320,2021-04-23 21:21:02+00:00,RT @DCintioni: Desiciones equivocadas  le erraste feo  hacete cargo !!! #LarretaRenunciaYa https://t.co/L2ij7GmazS,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,DCintioni ,1385670686564397060,2021-04-23 19:03:30+00:00,Desiciones equivocadas  le erraste feo  hacete cargo !!! #LarretaRenunciaYa https://t.co/L2ij7GmazS,25,40,4,5, ,611993190,DCintioni,LarretaRenunciaYa ,,RT
1385705295851163655,2021-04-23 21:21:02+00:00,RT @alejandradunc16: #LarretaRenunciaYa Por favor  no nos hagas mas daño!!,0,0,0,0, ,624194997,MiriamOreja,LarretaRenunciaYa ,alejandradunc16 ,1385704683084394502,2021-04-23 21:18:36+00:00,#LarretaRenunciaYa Por favor  no nos hagas mas daño!!,5,4,0,0, ,4799726758,alejandradunc16,LarretaRenunciaYa ,,RT
1385705299923935236,2021-04-23 21:21:03+00:00,Juana prepara la mochila vamos a la UTI a ver a la abuelita #LarretaRenunciaYa   https://t.co/iatE2ekW3G,0,0,0,0, ,1175451111777624066,Cba16Monica,LarretaRenunciaYa ,,1384171984519499782,2021-04-19 15:48:12+00:00,#AsíNoHayBarcelonaQueAguante https://t.co/sseGtGfWQG,1858,305,146,156, ,151198642,revisbarcelona,AsíNoHayBarcelonaQueAguante ,,QT
1385705302717251586,2021-04-23 21:21:03+00:00,RT @DCintioni: Que les hizo creer que pueden hacer estas cosas ?  por todo eso pelado #LarretaRenunciaYa https://t.co/4We7izNCqX,0,0,0,0, ,578722695,_josami,LarretaRenunciaYa ,DCintioni ,1385663644235706370,2021-04-23 18:35:31+00:00,Que les hizo creer que pueden hacer estas cosas ?  por todo eso pelado #LarretaRenunciaYa https://t.co/4We7izNCqX,33,52,6,6, ,611993190,DCintioni,LarretaRenunciaYa ,,RT
1385705302859919360,2021-04-23 21:21:04+00:00,RT @DCintioni: Pelado vos elegiste ese camino  hacete cargo !!! #LarretaRenunciaYa https://t.co/Q9y81Gky7p,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,LarretaRenunciaYa ,DCintioni ,1385668597238976521,2021-04-23 18:55:12+00:00,Pelado vos elegiste ese camino  hacete cargo !!! #LarretaRenunciaYa https://t.co/Q9y81Gky7p,22,32,3,4, ,611993190,DCintioni,LarretaRenunciaYa ,,RT
1385705305028407298,2021-04-23 21:21:04+00:00,RT @DCintioni: Que les hizo creer que pueden hacer estas cosas ?  por todo eso pelado #LarretaRenunciaYa https://t.co/4We7izNCqX,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,DCintioni ,1385663644235706370,2021-04-23 18:35:31+00:00,Que les hizo creer que pueden hacer estas cosas ?  por todo eso pelado #LarretaRenunciaYa https://t.co/4We7izNCqX,33,53,6,6, ,611993190,DCintioni,LarretaRenunciaYa ,,RT
1385705306492178434,2021-04-23 21:21:04+00:00,#LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 15.000 menos quise decir,0,0,0,0, ,1212901368,PuebloBeto,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,,1385704032552067072,2021-04-23 21:16:01+00:00,#LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 contagiados  y tiene la caradurez de decir que se ameseto la curva. Un crack para tomar a los Porteños/as por boludxs.,5,3,0,0, ,1212901368,PuebloBeto,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,,QT
1385705308388052993,2021-04-23 21:21:05+00:00,RT @AndreaMPardini: Mediques  enfermeres  Kinesios  ambulancieres  camilleres  policías  militares... No pueden opinar  verdad? Elles solo…,0,0,0,0, ,4021116749,_mmgamarra,,AndreaMPardini ,1385657415291621378,2021-04-23 18:10:46+00:00,Mediques  enfermeres  Kinesios  ambulancieres  camilleres  policías  militares... No pueden opinar  verdad? Elles solo se juegan la vida pa'cuidar a les q @horaciorlarreta quiere muertes. Quedate en Casa Educación Virtual Vacunate #LarretaRenunciaYa https://t.co/KnXoZDryjs,6,12,1,0, ,1247342130,AndreaMPardini,,,RT
