tw_id,tw_created_at,tw_text,tw_favCount,tw_rtCount,tw_qtCount,tw_rpCount,tw_location,tw_user_id,tw_user_screenName,tw_hashtags,tw_menciones,or_id,or_created_at,or_text,or_favCount,or_rtCount,or_qtCount,or_rpCount,or_location,or_user_id,or_user_screenName,or_hashtags,or_menciones,relacion_nuevo_original
1385705315409272839,2021-04-23 21:21:07+00:00,Es la planicie en la que agrandará el cementerio...,0,0,0,0, ,271385386,ekafoggers,,,1385703536042905610,2021-04-23 21:14:02+00:00,En qué consiste la meseta de Quirós  #LarretaRenunciaYa,47,32,3,10, ,171110904,tanoproductor,LarretaRenunciaYa ,,QT
1385705317854597126,2021-04-23 21:21:07+00:00,RT @eleonoraugo5: La Clínica Independencia de Munro  familiares rezando afuera.Ya esta al 100%. Vte López una vez tuvo buenas políticas san…,0,0,0,0, ,920025221037527041,JuanRey41625239,,eleonoraugo5 ,1385683338988560386,2021-04-23 19:53:47+00:00,La Clínica Independencia de Munro  familiares rezando afuera.Ya esta al 100%. Vte López una vez tuvo buenas políticas sanitarias. Hasta q ganó @jorgemacri y todo fue cotillón. El q quería presencialidad c 3 camas en UTI ahora sólo cama caliente en sólo 5 días. #LarretaRenunciaYa https://t.co/D4LVtJmEb8,100,125,26,10, ,1306825927385640960,eleonoraugo5,,,RT
1385705317850361860,2021-04-23 21:21:07+00:00,RT @mjhansen21: Privatizaron las vacunas y terciarizaron su distribución  Con un fin electoral insisten con las clases presenciales   Son m…,0,0,0,0, ,1373883647116374016,alimaravilla8,,mjhansen21 ,1385679159561801728,2021-04-23 19:37:10+00:00,Privatizaron las vacunas y terciarizaron su distribución  Con un fin electoral insisten con las clases presenciales   Son mafiosos apretan a los profesores para qué intimidan a padres de sus alumnos   Es apología del delito y abuso de poder  #LarretaRenunciaYa https://t.co/32WzKZCCY5,15,20,2,3, ,1349569096321552387,mjhansen21,,,RT
1385705318127185931,2021-04-23 21:21:07+00:00,RT @mjhansen21: 💥HOY 18:00 hs 💥  💥💥BOCINAZO 💥💥  POR LA EDUCACION LA SALUD Y LA VIDA #LarretaRenunciaYa https://t.co/OwCeJ8IBXc,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,mjhansen21 ,1385684568016052224,2021-04-23 19:58:40+00:00,💥HOY 18:00 hs 💥  💥💥BOCINAZO 💥💥  POR LA EDUCACION LA SALUD Y LA VIDA #LarretaRenunciaYa https://t.co/OwCeJ8IBXc,25,23,5,2, ,1349569096321552387,mjhansen21,LarretaRenunciaYa ,,RT
1385705321046368259,2021-04-23 21:21:08+00:00,RT @FDTunido: Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #Larret…,0,0,0,0, ,883737494180827138,ProfeMatias,,FDTunido ,1385667437136318472,2021-04-23 18:50:36+00:00,Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #LarretaRenunciaYa https://t.co/EfawgBsqIe,86,105,23,14, ,1358283428211343363,FDTunido,,,RT
1385705327031631875,2021-04-23 21:21:09+00:00,RT @silval2022: ESTA ES LA REALIDAD. ENFERMOS EN CAMILLAS PUESTOS EN LOS PASILLOS!!!  #LarretaRenunciaYa https://t.co/kAciWOFFjf,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,silval2022 ,1385670984267669517,2021-04-23 19:04:41+00:00,ESTA ES LA REALIDAD. ENFERMOS EN CAMILLAS PUESTOS EN LOS PASILLOS!!!  #LarretaRenunciaYa https://t.co/kAciWOFFjf,24,48,2,2, ,2367440712,silval2022,LarretaRenunciaYa ,,RT
1385705327040024581,2021-04-23 21:21:09+00:00,RT @Cristian_2_27: Muchos no habían nacido  pero hace un tiempo atras  Larreta mandaba a incautar globos a un vendedor ambulante q buscaba…,0,0,0,0, ,153644019,Josefinabriard,,Cristian_2_27 ,1385694527525163010,2021-04-23 20:38:14+00:00,Muchos no habían nacido  pero hace un tiempo atras  Larreta mandaba a incautar globos a un vendedor ambulante q buscaba ganarse unos $ para vivir.  Hoy  el mismo Larreta no vacuna a loa ciudadanos de CABA en medio de una pandemia.  Siempre fue UN HDP 🤬  #LarretaRenunciaYa https://t.co/tM7TQ3IXFp,19,27,1,6, ,4138416743,Cristian_2_27,,,RT
,,,,,,,,,,,,1385705328357040133,2021-04-23 21:21:10+00:00,@HernanV61454903 #LarretaRenunciaYa sinvergüenza,0,0,0,0, ,1344694612661833728,ReinaPoroyan,LarretaRenunciaYa ,HernanV61454903 ,Original
1385705332807278592,2021-04-23 21:21:11+00:00,RT @julireplasexta: Es un perverso que va a llevar a cientos de personas a la muerte.  #LarretaRenunciaYa,0,0,0,0, ,3372820041,UyemasClaudio,LarretaRenunciaYa ,julireplasexta ,1385704836289769473,2021-04-23 21:19:12+00:00,Es un perverso que va a llevar a cientos de personas a la muerte.  #LarretaRenunciaYa,0,1,0,0, ,2964787966,julireplasexta,LarretaRenunciaYa ,,RT
1385705333151109120,2021-04-23 21:21:11+00:00,RT @eleonoraugo5: Por los docentes #LarretaRenunciaYa,0,0,0,0, ,1218297326709723136,rtvpatriagrande,LarretaRenunciaYa ,eleonoraugo5 ,1385648538412011520,2021-04-23 17:35:30+00:00,Por los docentes #LarretaRenunciaYa,28,49,4,1, ,1306825927385640960,eleonoraugo5,LarretaRenunciaYa ,,RT
1385705335550324736,2021-04-23 21:21:11+00:00,RT @ElForjista: #LarretaRenunciaYa hiPROcresía Larreta sólo vacunó al 14% de los docentes  mientras siguen enviado vacunas a algunas prepag…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,LarretaRenunciaYa ,ElForjista ,1385647979101569029,2021-04-23 17:33:16+00:00,#LarretaRenunciaYa hiPROcresía Larreta sólo vacunó al 14% de los docentes  mientras siguen enviado vacunas a algunas prepagas y al sindicato de Barrionuevo,33,52,0,0, ,2225001295,ElForjista,LarretaRenunciaYa ,,RT
1385705335890055169,2021-04-23 21:21:11+00:00,RT @chuck_lennon: Las horas contadas ?  #LarretaRenunciaYa,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,chuck_lennon ,1385702504026066951,2021-04-23 21:09:56+00:00,Las horas contadas ?  #LarretaRenunciaYa,24,20,0,0, ,1035595902893936640,chuck_lennon,LarretaRenunciaYa ,,RT
1385705336317911042,2021-04-23 21:21:11+00:00,RT @FDTunido: Acaba de morir por coronavirus otro trabajador de la educación porteño #LarretaRenunciaYa https://t.co/JEXQ3GX5IX,0,0,0,0, ,3303048917,LuTarres,LarretaRenunciaYa ,FDTunido ,1385626155659632649,2021-04-23 16:06:33+00:00,Acaba de morir por coronavirus otro trabajador de la educación porteño #LarretaRenunciaYa https://t.co/JEXQ3GX5IX,278,317,43,63, ,1358283428211343363,FDTunido,LarretaRenunciaYa ,,RT
1385705336934445057,2021-04-23 21:21:12+00:00,RT @PauloBaudouin: Sáquenle punta a lápiz y anoten bien. Qué es eso de muertos en las listas de vacunación?... Qué truchos!  #LarretaRenunc…,0,0,0,0, ,1209400458097385472,NoemiEsteva,,PauloBaudouin ,1385614953969864708,2021-04-23 15:22:03+00:00,Sáquenle punta a lápiz y anoten bien. Qué es eso de muertos en las listas de vacunación?... Qué truchos!  #LarretaRenunciaYa,188,163,13,14, ,983890679029030913,PauloBaudouin,LarretaRenunciaYa ,,RT
1385705345197256710,2021-04-23 21:21:14+00:00,RT @Marianaok79: Atención!!! La Justicia Federal confirmó que @horaciorlarreta está en desobediencia con el DNU de @alferdez   Lo hizo el j…,0,0,0,0, ,1370565428351803392,SomosSpn,,Marianaok79 horaciorlarreta alferdez ,1385664808670932994,2021-04-23 18:40:09+00:00,Atención!!! La Justicia Federal confirmó que @horaciorlarreta está en desobediencia con el DNU de @alferdez   Lo hizo el juez Esteban Furnari al rechazar la apelación de CABA #LarretaRenunciaYa,67,67,1,2, ,1359698310743945216,Marianaok79,,horaciorlarreta alferdez ,RT
1385705354173063170,2021-04-23 21:21:16+00:00,RT @KumpaAriel: Toda Argentina te desea lo peor Larreta....  Primero con los abuelos... Despues con los chicos ....  Y ahora a quién le toc…,0,0,0,0, ,1373883647116374016,alimaravilla8,,KumpaAriel ,1385681917681541123,2021-04-23 19:48:08+00:00,Toda Argentina te desea lo peor Larreta....  Primero con los abuelos... Despues con los chicos ....  Y ahora a quién le toca Morirrrrrr❓  #LarretaRenunciaYa https://t.co/EW8CvyadjY,12,19,0,2, ,1352304870930477060,KumpaAriel,,,RT
1385705355943022602,2021-04-23 21:21:16+00:00,RT @VVzoppis: CABA Cambian domicilio a provincia para poder vacunarse Esperemos que en las próximas elecciones cambien el voto  #LarretaRen…,0,0,0,0, ,1370565428351803392,SomosSpn,,VVzoppis ,1385662040379953157,2021-04-23 18:29:09+00:00,CABA Cambian domicilio a provincia para poder vacunarse Esperemos que en las próximas elecciones cambien el voto  #LarretaRenunciaYa https://t.co/LGJuilPPnG,33,42,2,3, ,1253125098778898432,VVzoppis,,,RT
1385705362163122178,2021-04-23 21:21:18+00:00,RT @puntoabc: Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,0,0,0,0, ,1139639298,Carlos4719,LarretaRenunciaYa ,puntoabc ,1385643913361362949,2021-04-23 17:17:07+00:00,Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,143,129,4,5, ,2639394153,puntoabc,LarretaRenunciaYa ,,RT
1385705365933862918,2021-04-23 21:21:19+00:00,RT @productortano: Es criminal abrir las escuelas ? #LarretaRenunciaYa,0,0,0,0, ,1370565428351803392,SomosSpn,LarretaRenunciaYa ,productortano ,1385673755620519938,2021-04-23 19:15:42+00:00,Es criminal abrir las escuelas ? #LarretaRenunciaYa,103,133,18,25, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705380571930626,2021-04-23 21:21:22+00:00,RT @productortano: Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,0,0,0,0, ,1209400458097385472,NoemiEsteva,LarretaRenunciaYa ,productortano ,1385672639541301251,2021-04-23 19:11:16+00:00,Me sumo a les compañeres con #LarretaRenunciaYa  Ustedes ?,321,246,25,38, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705383214428161,2021-04-23 21:21:23+00:00,RT @alejandradunc16: #LarretaRenunciaYa Por favor  no nos hagas mas daño!!,0,0,0,0, ,1230107791173603328,Guiller20202,LarretaRenunciaYa ,alejandradunc16 ,1385704683084394502,2021-04-23 21:18:36+00:00,#LarretaRenunciaYa Por favor  no nos hagas mas daño!!,6,5,0,0, ,4799726758,alejandradunc16,LarretaRenunciaYa ,,RT
1385705388360839168,2021-04-23 21:21:24+00:00,RT @mjhansen21: Las excusas de Quirós 😬  Fernán Quirós  defendió las clases presenciales en CABA pese al colapso sanitario y al aumento sig…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,,mjhansen21 ,1385605043278290945,2021-04-23 14:42:40+00:00,Las excusas de Quirós 😬  Fernán Quirós  defendió las clases presenciales en CABA pese al colapso sanitario y al aumento significativo de casos   Afirmó que en CABA los colegios no son foco de contagio como sí ocurriría en otros países. #LarretaRenunciaYa  https://t.co/tYVblObQEI https://t.co/DHHGrpj1gg,26,47,5,0, ,1349569096321552387,mjhansen21,,,RT
1385705388998283265,2021-04-23 21:21:24+00:00,RT @PuebloBeto: #LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 conta…,0,0,0,0, ,1955336053,terko2013,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,PuebloBeto ,1385704032552067072,2021-04-23 21:16:01+00:00,#LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 contagiados  y tiene la caradurez de decir que se ameseto la curva. Un crack para tomar a los Porteños/as por boludxs.,6,4,1,0, ,1212901368,PuebloBeto,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,,RT
1385705390709542914,2021-04-23 21:21:24+00:00,RT @Cristian_2_27: Muchos no habían nacido  pero hace un tiempo atras  Larreta mandaba a incautar globos a un vendedor ambulante q buscaba…,0,0,0,0, ,3341414722,rdcastro20,,Cristian_2_27 ,1385694527525163010,2021-04-23 20:38:14+00:00,Muchos no habían nacido  pero hace un tiempo atras  Larreta mandaba a incautar globos a un vendedor ambulante q buscaba ganarse unos $ para vivir.  Hoy  el mismo Larreta no vacuna a loa ciudadanos de CABA en medio de una pandemia.  Siempre fue UN HDP 🤬  #LarretaRenunciaYa https://t.co/tM7TQ3IXFp,19,28,1,6, ,4138416743,Cristian_2_27,,,RT
,,,,,,,,,,,,1385705400989802498,2021-04-23 21:21:27+00:00,#LarretaRenunciaYa @horaciorlarreta no tenemos camas en el sanatorio Mendez,0,0,0,0, ,4547094329,claudiaelenaa08,LarretaRenunciaYa ,horaciorlarreta ,Original
,,,,,,,,,,,,1385705403418296326,2021-04-23 21:21:27+00:00,Espert con covid  a ver si ahora los libertarios siguen diciendo que lo publico y el estado no sirve para nada..🧐... Ridículos  mentirosos  lauchas de canaleta a mas no llegan..#LarretaRenunciaYa,0,0,0,0, ,1334347178614153217,wally73832924,,,Original
1385705404022333452,2021-04-23 21:21:28+00:00,RT @BasesSpn: Basta de tolerar a este criminal que esconde las vacunas #LarretaRenunciaYa https://t.co/KkPgYwAiui,0,0,0,0, ,1118202107721658374,lsegarra5,LarretaRenunciaYa ,BasesSpn ,1385612267757182978,2021-04-23 15:11:22+00:00,Basta de tolerar a este criminal que esconde las vacunas #LarretaRenunciaYa https://t.co/KkPgYwAiui,12,23,0,0, ,1361507407466217476,BasesSpn,LarretaRenunciaYa ,,RT
1385705404697563136,2021-04-23 21:21:28+00:00,RT @eleonoraugo5: Del Jefe de gobierno porteño no depende  porque mostró que no le importa. Depende de nosotros  de cuidarnos  de cuidar al…,0,0,0,0, ,910959980341350402,Sil58987821,,eleonoraugo5 ,1385616889813032961,2021-04-23 15:29:44+00:00,Del Jefe de gobierno porteño no depende  porque mostró que no le importa. Depende de nosotros  de cuidarnos  de cuidar al otro y de decir #LarretaRenunciaYa  porque lo que hace es premeditado. Nada es casualidad. Necesitan muertos apilados  Cuidemosno!! #LarretaRenunciaYa https://t.co/gAiaVli9iZ,62,77,19,9, ,1306825927385640960,eleonoraugo5,,,RT
1385705408396922884,2021-04-23 21:21:29+00:00,RT @mjhansen21: Estas son las postas de vacunación de Pami en calle emilio Mitre al 800 en CABA   Comprobalo vos mismo  anda y fíjate cómo…,0,0,0,0, ,890876230328832000,SantilliMarcelo,,mjhansen21 ,1385617551384842244,2021-04-23 15:32:22+00:00,Estas son las postas de vacunación de Pami en calle emilio Mitre al 800 en CABA   Comprobalo vos mismo  anda y fíjate cómo Larreta y Quiros  en medio de la segunda ola no están vacunando a los abuelos #LarretaRenunciaYa basta hacer política con la vida y la salud de los mayores https://t.co/9kcEllgaDR,62,107,8,5, ,1349569096321552387,mjhansen21,,,RT
1385705409370071042,2021-04-23 21:21:29+00:00,RT @productortano: 2500 millones de pesos de pauta para que los periodistas corruptos lo blinden contra nosotres #LarretaRenunciaYa Vamos !,0,0,0,0, ,382482832,womanyudali,LarretaRenunciaYa ,productortano ,1385674399307685895,2021-04-23 19:18:16+00:00,2500 millones de pesos de pauta para que los periodistas corruptos lo blinden contra nosotres #LarretaRenunciaYa Vamos !,192,166,16,9, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
,,,,,,,,,,,,1385705413509791748,2021-04-23 21:21:30+00:00,Este viernes 23 de Abril  a partir de las 18 hs  familiares de alumnas y alumnos porteños convocan a una protesta: "Un bocinazo para que Larreta cuide la salud de estudiantes y docentes" #LarretaRenunciaYa,0,0,0,0, ,3023208790,soledebarracas1,,,Original
1385705415334367235,2021-04-23 21:21:30+00:00,RT @ArgentinaRA1: #LarretaRenunciaYA 👉En la cara te lo dicen💩  En la Ciudad de la Furia nadie sale indignado a cacerolear por las vacunas q…,0,0,0,0, ,850795607451107329,elizabeth319eg,LarretaRenunciaYA ,ArgentinaRA1 ,1385636276276187136,2021-04-23 16:46:46+00:00,#LarretaRenunciaYA 👉En la cara te lo dicen💩  En la Ciudad de la Furia nadie sale indignado a cacerolear por las vacunas que estan siendo privatizadas...  Gran Curro de tu intendentE☠🦍♨️ https://t.co/2tIFBFFTMz,9,19,1,1, ,1241512416401412097,ArgentinaRA1,LarretaRenunciaYA ,,RT
1385705416236077057,2021-04-23 21:21:31+00:00,RT @ElClandestino86: Que se escuche bien fuerte!! En esta situación límite no hay lugar para quienes atentan contra la salud del pueblo!! A…,0,0,0,0, ,1344694612661833728,ReinaPoroyan,,ElClandestino86 ,1385650918419468293,2021-04-23 17:44:57+00:00,Que se escuche bien fuerte!! En esta situación límite no hay lugar para quienes atentan contra la salud del pueblo!! Antadete Larreta! #LarretaRenunciaYa,7,11,0,0, ,1370048561224822786,ElClandestino86,,,RT
1385705418312278025,2021-04-23 21:21:31+00:00,#LarretaRenunciaYa no sé cuántos muertos tiene que haber para vos dolape,0,0,0,0, ,4627415896,DVD1691,LarretaRenunciaYa ,,1385705231187595266,2021-04-23 21:20:46+00:00,SE ACUERDAN DE ESTE PAPELÓN? 👇👇👇👇👇👇  Así blindaron y blindan a la nueva cepa amarilla de la oposición.  Baldosa Larreta.  Un papelon que nos debemos olvidar!   #LarretaRenunciaYa https://t.co/bKffPTWzVp,0,0,0,0, ,4138416743,Cristian_2_27,,,QT
1385705420480786434,2021-04-23 21:21:32+00:00,RT @FDTunido: Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #Larret…,0,0,0,0, ,630520221,pacuvilleta,,FDTunido ,1385667437136318472,2021-04-23 18:50:36+00:00,Con la salud no se jode! Y menos en plena pandemia  Larreta no lo entiende y atenta contra la salud de los argentinos #LarretaRenunciaYa https://t.co/EfawgBsqIe,87,106,23,14, ,1358283428211343363,FDTunido,,,RT
,,,,,,,,,,,,1385705422468919296,2021-04-23 21:21:32+00:00,@todonoticias Qué pasa que no tienen movil en la casa de gob de la ciudad????  #LarretaRenunciaYa,0,0,0,0, ,624329828,natadepe,LarretaRenunciaYa ,todonoticias ,Original
,,,,,,,,,,,,1385705423324471297,2021-04-23 21:21:32+00:00,#SinVidaNoHayClases BOCINAZO PARA #LarretaCriminal #CierrenLasEscuelas #LarretaRenunciaYa https://t.co/duN75DIr85,0,0,0,0, ,1242981920830562306,JorgeNo86286335,SinVidaNoHayClases LarretaCriminal CierrenLasEscuelas LarretaRenunciaYa ,,Original
1385705425253896195,2021-04-23 21:21:33+00:00,LN convenciendo a Larreta de que arroje al abismo de una vez.,0,0,0,0, ,3411303407,puebloynogente,,,1385702047425646598,2021-04-23 21:08:07+00:00,#LarretaRenunciaYa,0,1,0,0, ,1345436183027965952,as_saede,LarretaRenunciaYa ,,QT
1385705430941306884,2021-04-23 21:21:34+00:00,RT @productortano: 2500 millones de pesos de pauta para que los periodistas corruptos lo blinden contra nosotres #LarretaRenunciaYa Vamos !,0,0,0,0, ,2849381945,YULIBAEZKEVIN10,LarretaRenunciaYa ,productortano ,1385674399307685895,2021-04-23 19:18:16+00:00,2500 millones de pesos de pauta para que los periodistas corruptos lo blinden contra nosotres #LarretaRenunciaYa Vamos !,192,167,16,9, ,1337371177153662977,productortano,LarretaRenunciaYa ,,RT
1385705432262619137,2021-04-23 21:21:34+00:00,RT @chuck_lennon: Las horas contadas ?  #LarretaRenunciaYa,0,0,0,0, ,2871409636,alberto_picasso,LarretaRenunciaYa ,chuck_lennon ,1385702504026066951,2021-04-23 21:09:56+00:00,Las horas contadas ?  #LarretaRenunciaYa,25,21,0,0, ,1035595902893936640,chuck_lennon,LarretaRenunciaYa ,,RT
1385705432262512645,2021-04-23 21:21:34+00:00,RT @ArgentinaRA1: #LarretaRenunciaYa  🤬No puede organizar un truco 🃏de 4... va a manejar la logística de una vacunación💉?  Cárcel para este…,0,0,0,0, ,142454213,enferguilliani,LarretaRenunciaYa ,ArgentinaRA1 ,1385650711808167940,2021-04-23 17:44:08+00:00,#LarretaRenunciaYa  🤬No puede organizar un truco 🃏de 4... va a manejar la logística de una vacunación💉?  Cárcel para este  a s e s i n o!!! https://t.co/4kyZbJCJB6,35,64,11,0, ,1241512416401412097,ArgentinaRA1,LarretaRenunciaYa ,,RT
1385705433940246535,2021-04-23 21:21:35+00:00,RT @puntoabc: Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,0,0,0,0, ,1240345572458053632,LucaOtero7,LarretaRenunciaYa ,puntoabc ,1385643913361362949,2021-04-23 17:17:07+00:00,Que casualidad que las prepagas a la que Larrata le da las vacunas   fueron sus aportantes de campaña .    #LarretaRenunciaYa,144,130,4,5, ,2639394153,puntoabc,LarretaRenunciaYa ,,RT
1385705435198631936,2021-04-23 21:21:35+00:00,RT @silval2022: SEGUN EL PELA TIENE DIRECCION EN PCIA.  #LarretaRenunciaYa https://t.co/VOtKi6yO0L,0,0,0,0, ,1373883647116374016,alimaravilla8,LarretaRenunciaYa ,silval2022 ,1385610647199698955,2021-04-23 15:04:56+00:00,SEGUN EL PELA TIENE DIRECCION EN PCIA.  #LarretaRenunciaYa https://t.co/VOtKi6yO0L,21,46,3,3, ,2367440712,silval2022,LarretaRenunciaYa ,,RT
1385705438315008007,2021-04-23 21:21:36+00:00,RT @mjhansen80: Hay 100 niños internados por covid y después dicen que los pibes no contagian  Y tres chiquitos fallecidos diganselo sus pa…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,,mjhansen80 ,1385650931505766404,2021-04-23 17:45:00+00:00,Hay 100 niños internados por covid y después dicen que los pibes no contagian  Y tres chiquitos fallecidos diganselo sus padres "que el colegio no contagia claro que no lo que se contagian son los nenes"  #LarretaRenunciaYa https://t.co/RUhtFFedHs,13,28,2,2, ,2246382290,mjhansen80,,,RT
1385705438428213249,2021-04-23 21:21:36+00:00,RT @mjhansen21: LARRETA CRIMINAL 🤬  HOY FUE IMPUTADO POR LA JUSTICIA JUNTO A QUIROS  POR SEPARAR UNA SALA DEL HOSPITAL MUÑIZ PARA RESERVARL…,0,0,0,0, ,212794685,cezabal,,mjhansen21 ,1385602791545217028,2021-04-23 14:33:43+00:00,LARRETA CRIMINAL 🤬  HOY FUE IMPUTADO POR LA JUSTICIA JUNTO A QUIROS  POR SEPARAR UNA SALA DEL HOSPITAL MUÑIZ PARA RESERVARLA PARA PACIENTES CON PREPAGA  #LarretaRenunciaYa https://t.co/vC8UhTRrLc https://t.co/jEakXOzS5O,196,223,18,20, ,1349569096321552387,mjhansen21,,,RT
1385705445344567299,2021-04-23 21:21:37+00:00,RT @mjhansen21: LARRETA CRIMINAL 🤬  HOY FUE IMPUTADO POR LA JUSTICIA JUNTO A QUIROS  POR SEPARAR UNA SALA DEL HOSPITAL MUÑIZ PARA RESERVARL…,0,0,0,0, ,883737494180827138,ProfeMatias,,mjhansen21 ,1385602791545217028,2021-04-23 14:33:43+00:00,LARRETA CRIMINAL 🤬  HOY FUE IMPUTADO POR LA JUSTICIA JUNTO A QUIROS  POR SEPARAR UNA SALA DEL HOSPITAL MUÑIZ PARA RESERVARLA PARA PACIENTES CON PREPAGA  #LarretaRenunciaYa https://t.co/vC8UhTRrLc https://t.co/jEakXOzS5O,196,224,18,20, ,1349569096321552387,mjhansen21,,,RT
1385705446108024834,2021-04-23 21:21:38+00:00,RT @Cristian_2_27: SE ACUERDAN DE ESTE PAPELÓN? 👇👇👇👇👇👇  Así blindaron y blindan a la nueva cepa amarilla de la oposición.  Baldosa Larreta.…,0,0,0,0, ,2903091124,Enzulio,,Cristian_2_27 ,1385705231187595266,2021-04-23 21:20:46+00:00,SE ACUERDAN DE ESTE PAPELÓN? 👇👇👇👇👇👇  Así blindaron y blindan a la nueva cepa amarilla de la oposición.  Baldosa Larreta.  Un papelon que nos debemos olvidar!   #LarretaRenunciaYa https://t.co/bKffPTWzVp,1,1,1,0, ,4138416743,Cristian_2_27,,,RT
1385705467050139650,2021-04-23 21:21:43+00:00,RT @silval2022: MATERIAL ☝️☝️ PAMI   de Luana Volnovich. Para vitalizar . Desenmascararlos   es nuestra tarea . Ellos dicen otra cosa .TERC…,0,0,0,0, ,1045323119911743489,SilviaIrenesan4,,silval2022 ,1385617775062921220,2021-04-23 15:33:15+00:00,MATERIAL ☝️☝️ PAMI   de Luana Volnovich. Para vitalizar . Desenmascararlos   es nuestra tarea . Ellos dicen otra cosa .TERCERIZARON los turnos . en un call Center . #LarretaRenunciaYa https://t.co/L7qk0XxYLd,18,43,4,0, ,2367440712,silval2022,,,RT
1385705468048314368,2021-04-23 21:21:43+00:00,RT @PuebloBeto: #LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 conta…,0,0,0,0, ,731884237226442753,JulioEdgatdo,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,PuebloBeto ,1385704032552067072,2021-04-23 21:16:01+00:00,#LarretaRenunciaYa  #SecretoDeSumario #ClarinYLaNacionMienten  👇 Quirós con 15.000 hisopados nuevos casi llega a 3000 contagiados  y tiene la caradurez de decir que se ameseto la curva. Un crack para tomar a los Porteños/as por boludxs.,6,5,1,0, ,1212901368,PuebloBeto,LarretaRenunciaYa SecretoDeSumario ClarinYLaNacionMienten ,,RT
1385705468148977667,2021-04-23 21:21:43+00:00,#LarretaRenunciaYa no sé cuántos muertos tiene que haber para vos dolape,0,0,0,0, ,4627415896,DVD1691,LarretaRenunciaYa ,,1385700173737779201,2021-04-23 21:00:41+00:00,#LarretaRenunciaYa Privatizas la vacunación  regalas respiradores  expones a lxs docentes al contagio y no reconoces a lxs enfermerxs.  Como siempre digo 👇👇👇 Porteñxs de 1era y de 2da https://t.co/fF1ulN1ikj,4,9,0,0, ,1378902197115760640,KlaraTina1,LarretaRenunciaYa ,,QT
1385705468925030401,2021-04-23 21:21:43+00:00,RT @silval2022: MATERIAL ☝️☝️ PAMI   de Luana Volnovich. Para vitalizar . Desenmascararlos   es nuestra tarea . Ellos dicen otra cosa .TERC…,0,0,0,0, ,1373883647116374016,alimaravilla8,,silval2022 ,1385617775062921220,2021-04-23 15:33:15+00:00,MATERIAL ☝️☝️ PAMI   de Luana Volnovich. Para vitalizar . Desenmascararlos   es nuestra tarea . Ellos dicen otra cosa .TERCERIZARON los turnos . en un call Center . #LarretaRenunciaYa https://t.co/L7qk0XxYLd,18,44,4,0, ,2367440712,silval2022,,,RT
1385705474125967366,2021-04-23 21:21:44+00:00,RT @mjhansen21: Como denunció ayer @luanavolnovich asi están hoy las postas de vacunación de CABA todas vacías.  Mientras miles de abuelos…,0,0,0,0, ,382482832,womanyudali,,mjhansen21 luanavolnovich ,1385614122155450370,2021-04-23 15:18:44+00:00,Como denunció ayer @luanavolnovich asi están hoy las postas de vacunación de CABA todas vacías.  Mientras miles de abuelos esperan poder vacunarse y tener una oportunidad de sobrevida ante el covid 19   #LarretaRenunciaYa sos un asesino y un criminal https://t.co/3bIXZDMZnK,71,105,15,9, ,1349569096321552387,mjhansen21,,luanavolnovich ,RT
1385705480551550984,2021-04-23 21:21:46+00:00,RT @DCintioni: Con los chicos y con los viejos no  por eso te decimos #LarretaRenunciaYa https://t.co/49NYPeaMFO,0,0,0,0, ,1384682757163470850,Armando87742404,LarretaRenunciaYa ,DCintioni ,1385606104776855554,2021-04-23 14:46:53+00:00,Con los chicos y con los viejos no  por eso te decimos #LarretaRenunciaYa https://t.co/49NYPeaMFO,214,244,32,59, ,611993190,DCintioni,LarretaRenunciaYa ,,RT
